 num;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
2877;   5389.55;HD 23311                           ;** ;03 45 01.505 +22 43 19.97              ;     ~   ;9.8      ;9.4      ;     ~   ;G5             
2878;   5389.86;TYC 1799-1134-2                    ;*  ;03 45 01.4163 +22 43 20.116            ;     ~   ;12.59    ;13.07    ;     ~   ;~              
2879;   5390.10;V* V1091 Tau                       ;Er*;03 50 35.7229146744 +25 25 35.421006037;     ~   ;13.026   ;12.095   ;     ~   ;~              
2880;   5390.24;Cl* Melotte 22 SK 439              ;*  ;03 47 08.3 +25 36 46                   ;     ~   ;     ~   ;16.79    ;     ~   ;~              
2881;   5390.94;Cl* Melotte 22 HHJ 109             ;Er*;03 42 15.3644557725 +23 11 31.259964780;     ~   ;     ~   ;19.10    ;     ~   ;~              
2882;   5393.54;1RXS J035036.5+252533              ;X  ;03 50 36.499 +25 25 33.49              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2883;   5399.99;TYC 1804-2259-1                    ;*  ;03 47 45.7635833016 +25 36 51.863151456;     ~   ;12.23    ;11.50    ;     ~   ;~              
2884;   5402.68;Wolf 1257                          ;PM*;03 40 49.4253507048 +24 05 59.396010432;     ~   ;12.71    ;11.84    ;     ~   ;~              
2885;   5402.96;Gaia DR3 65697640826471808         ;*  ;03 53 34.5570265608 +23 36 28.809271872;     ~   ;     ~   ;     ~   ;     ~   ;~              
2886;   5403.34;NVSS J034051+235740                ;Rad;03 40 51.68 +23 57 41.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2887;   5404.20;[DCD2013] CSS J034635.5+253624     ;RR*;03 46 35.5677440424 +25 36 23.851674720;     ~   ;     ~   ;15.73    ;     ~   ;~              
2888;   5405.42;[ZGB2014] PNM13                    ;BD?;03 43 09.51 +25 16 06.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2889;   5413.30;Cl* Melotte 22 CALAR 30            ;PM*;03 48 01.49 +25 36 49.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2890;   5413.36;V* V603 Tau                        ;Er*;03 41 02.9907521044 +23 43 21.643626079;     ~   ;     ~   ;17.15    ;     ~   ;~              
2891;   5413.83;UCAC4 564-007867                   ;*  ;03 45 15.3990794808 +22 41 43.760729112;     ~   ;13.645   ;12.225   ;11.819   ;~              
2892;   5419.20;[ZGB2014] PNM09                    ;PM*;03 43 07.4198291880 +25 16 00.141157452;     ~   ;     ~   ;     ~   ;     ~   ;~              
2893;   5420.46;V* V853 Tau                        ;Er*;03 45 12.4305314740 +22 41 51.043340080;     ~   ;     ~   ;17.80    ;     ~   ;~              
2894;   5425.44;[ZGB2014] PNM12                    ;BD?;03 42 47.10 +25 11 57.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2895;   5429.24;V* V570 Tau                        ;Er*;03 53 47.5715696760 +23 44 31.035150276;     ~   ;     ~   ;17.64    ;     ~   ;~              
2896;   5429.73;TYC 1804-1086-1                    ;*  ;03 52 24.9253132056 +25 06 15.462885096;     ~   ;12.34    ;12.60    ;     ~   ;~              
2897;   5433.54;Cl* Melotte 22 HHJ 69              ;PM*;03 41 39.8323544904 +24 52 30.258537924;     ~   ;     ~   ;19.70    ;     ~   ;~              
2898;   5433.56;2MASS J03444394+2529574            ;Y*O;03 44 43.9466637527 +25 29 57.426776212;     ~   ;13.181   ;12.206   ;     ~   ;~              
2899;   5434.77;HD 283056                          ;*  ;03 53 34.4576894040 +24 40 01.119793260;     ~   ;10.94    ;10.55    ;10.52    ;F8             
2900;   5435.45;HD 24213                           ;PM*;03 52 11.3967844224 +25 09 47.079310464;     ~   ;     ~   ;     ~   ;6.4      ;G0             
2901;   5437.43;TYC 1800-615-1                     ;*  ;03 52 14.1652712088 +23 05 24.126231444;     ~   ;12.88    ;12.03    ;     ~   ;~              
2902;   5439.12;Cl* Melotte 22 TRU R59             ;Pe*;03 52 46.0579426776 +23 14 15.967504104;     ~   ;12.77    ;12.12    ;     ~   ;A2mF3          
2903;   5441.99;HAT 260-06734                      ;*  ;03 49 18.7691170608 +25 33 52.944879528;     ~   ;     ~   ;     ~   ;     ~   ;~              
2904;   5442.47;PLHX 1                             ;X  ;03 41 25.7 +24 46 44                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2905;   5442.67;Cl* Melotte 22 IPL 73              ;*  ;03 46 08.36 +22 37 57.9                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2906;   5445.18;TYC 1799-285-1                     ;*  ;03 41 55.1456502912 +23 16 19.022362428;     ~   ;12.63    ;12.10    ;     ~   ;~              
2907;   5445.82;DANCe J03404631+2409257            ;PM*;03 40 46.3031174707 +24 09 25.889807385;     ~   ;     ~   ;     ~   ;     ~   ;~              
2908;   5447.00;V* V425 Tau                        ;Er*;03 43 36.3574937712 +25 21 38.022158808;     ~   ;     ~   ;     ~   ;     ~   ;~              
2909;   5447.99;TYC 1799-240-1                     ;*  ;03 40 46.7610163176 +24 12 55.789696620;     ~   ;11.66    ;11.21    ;     ~   ;~              
2910;   5448.83;HD 22887                           ;PM*;03 41 22.9672095647 +23 29 12.970598115;     ~   ;9.69     ;9.27     ;9.26     ;F5             
2911;   5450.31;HD 22832                           ;*  ;03 40 55.5576564624 +24 27 24.728975424;     ~   ;10.32    ;9.78     ;     ~   ;G0             
2912;   5450.38;TYC 1799-209-1                     ;*  ;03 40 45.9502324296 +24 09 12.008512944;     ~   ;11.92    ;10.78    ;     ~   ;~              
2913;   5450.55;Cl* Melotte 22 DH 186              ;*  ;03 41 46.4399443488 +24 55 33.307113900;     ~   ;     ~   ;     ~   ;     ~   ;~              
2914;   5453.66;PGCC G165.36-24.42                 ;MoC;03 40 45.971 +24 11 13.26              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2915;   5454.61;IRAS 03422+2523                    ;FIR;03 45 15.0 +25 33 04                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2916;   5455.35;Cl* Melotte 22 BPL 298             ;Er*;03 54 00.7146642458 +23 58 59.092769670;     ~   ;     ~   ;17.00    ;     ~   ;~              
2917;   5455.80;Cl* Melotte 22 BPL 275             ;PM*;03 52 55.9179077472 +24 57 42.043038156;     ~   ;     ~   ;     ~   ;     ~   ;~              
2918;   5458.03;TYC 1800-1071-1                    ;*  ;03 53 58.7139348144 +24 20 19.287566736;     ~   ;11.60    ;10.99    ;     ~   ;~              
2919;   5462.50;Cl* Melotte 22 CFHT 19             ;LM*;03 45 33.1643000928 +25 34 30.052938432;     ~   ;     ~   ;     ~   ;     ~   ;~              
2920;   5467.15;Cl* Melotte 22 DH 237              ;PM*;03 42 42.1113134280 +25 11 48.879909096;     ~   ;     ~   ;19.61    ;     ~   ;~              
2921;   5467.21;Cl* Melotte 22 DH 377              ;*  ;03 45 09.0309187438 +25 32 49.256640237;     ~   ;     ~   ;18.20    ;     ~   ;~              
2922;   5475.18;Cl* Melotte 22 IPL 91              ;*  ;03 40 48.89 +24 21 39.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2923;   5475.85;V* V437 Tau                        ;Er*;03 43 32.1069409464 +22 52 49.166292828;     ~   ;     ~   ;     ~   ;     ~   ;~              
2924;   5476.48;TYC 1803-26-1                      ;*  ;03 41 34.6791009672 +24 51 53.541321336;     ~   ;12.32    ;11.75    ;     ~   ;~              
2925;   5480.02;V* V791 Tau                        ;Er*;03 47 33.0522592992 +25 38 18.631296096;     ~   ;     ~   ;     ~   ;     ~   ;~              
2926;   5480.70;UCAC4 565-007957                   ;*  ;03 43 06.9538424040 +22 57 11.586988980;     ~   ;15.149   ;14.065   ;13.945   ;~              
2927;   5480.76;Cl* Melotte 22 IPL 33              ;*  ;03 47 59.7517535784 +22 36 01.390779324;     ~   ;     ~   ;     ~   ;     ~   ;~              
2928;   5480.84;HD 23553                           ;*  ;03 46 56.9609548488 +25 38 08.480291100;     ~   ;10.15    ;8.23     ;     ~   ;M:             
2929;   5482.88;V* V1244 Tau                       ;LP*;03 49 06.3123684504 +25 35 23.108634456;     ~   ;12.27    ;10.68    ;     ~   ;M:             
2930;   5487.55;Cl* Melotte 22 DH 263              ;Er*;03 43 25.1567339592 +22 53 44.510786952;     ~   ;     ~   ;18.70    ;     ~   ;~              
2931;   5489.89;UCAC4 572-008340                   ;*  ;03 40 45.1698395232 +24 17 03.106686588;     ~   ;13.952   ;13.015   ;12.755   ;~              
2932;   5490.03;UGCS J035103.83+225037.9           ;*  ;03 51 03.8281234128 +22 50 38.069218644;     ~   ;     ~   ;     ~   ;     ~   ;~              
2933;   5492.27;BD+25 610                          ;*  ;03 45 45.1243776960 +25 35 44.858713344;     ~   ;10.58    ;9.99     ;     ~   ;G0             
2934;   5492.53;TYC 1803-1248-1                    ;*  ;03 43 25.2625377984 +25 20 45.963828384;     ~   ;12.79    ;11.86    ;     ~   ;~              
2935;   5493.54;Cl* Melotte 22 BPL 271             ;*  ;03 52 49.6926474312 +25 00 50.749877664;     ~   ;     ~   ;     ~   ;     ~   ;~              
2936;   5494.10;TYC 1799-273-1                     ;*  ;03 40 42.9759070272 +24 04 05.168637804;     ~   ;12.78    ;11.43    ;     ~   ;~              
2937;   5494.52;2MASS J03460223+2536407            ;Y*O;03 46 02.2435262592 +25 36 40.687702200;     ~   ;17.699   ;16.149   ;     ~   ;~              
2938;   5495.34;V* V571 Tau                        ;Er*;03 54 02.1522168240 +24 19 10.015749048;     ~   ;     ~   ;     ~   ;     ~   ;~              
2939;   5496.72;Cl* Melotte 22 PELS 147            ;*  ;03 51 03.6 +22 50 28                   ;     ~   ;     ~   ;12.13    ;     ~   ;~              
2940;   5498.87;TYC 1803-336-1                     ;*  ;03 41 38.1762476712 +24 54 01.389194496;     ~   ;12.25    ;12.55    ;     ~   ;~              
2941;   5499.34;BD+25 604                          ;PM*;03 45 07.4244939000 +25 33 15.571365516;     ~   ;10.51    ;9.99     ;     ~   ;G0             
2942;   5499.74;Cl* Melotte 22 BPL 295             ;*  ;03 53 58.2285745176 +24 25 09.061569192;     ~   ;     ~   ;     ~   ;     ~   ;~              
2943;   5504.63;Cl* Melotte 22 BPL 16              ;*  ;03 40 47.2804941360 +23 52 36.124078728;     ~   ;     ~   ;     ~   ;     ~   ;~              
2944;   5505.55;UGCS J034247.29+230040.3           ;*  ;03 42 47.2803708672 +23 00 40.520815452;     ~   ;     ~   ;     ~   ;     ~   ;~              
2945;   5506.33;UGCS J035008.27+253051.6           ;*  ;03 50 08.270 +25 30 51.70              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2946;   5508.05;2MASS J03420001+2501472            ;Y*O;03 42 00.0147254880 +25 01 47.288418924;     ~   ;     ~   ;17.19    ;     ~   ;~              
2947;   5513.79;LP 356-458                         ;Y*O;03 42 56.1832746278 +25 15 52.835615237;     ~   ;17.2     ;     ~   ;14.7     ;~              
2948;   5514.65;Cl* Melotte 22 R 10                ;*  ;03 51 18.0 +25 22 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2949;   5517.80;UCAC2 39793933                     ;*  ;03 49 41.8376470368 +22 40 38.721993168;     ~   ;     ~   ;     ~   ;11.72    ;~              
2950;   5518.92;HAT 260-17647                      ;*  ;03 51 10.6076655528 +22 51 05.886020160;     ~   ;     ~   ;     ~   ;     ~   ;~              
2951;   5518.99;LP 356-778                         ;PM*;03 41 36.9052220856 +23 20 37.356133488;     ~   ;15.33    ;     ~   ;12.4     ;M:             
2952;   5521.37;HAT 260-15558                      ;*  ;03 45 47.1907917024 +25 36 21.875812380;     ~   ;     ~   ;     ~   ;     ~   ;~              
2953;   5527.41;HD 23154                           ;*  ;03 43 46.6739040816 +25 24 48.061104588;     ~   ;10.42    ;9.93     ;     ~   ;G              
2954;   5528.39;Cl* Melotte 22 IPL 40              ;*  ;03 46 43.08 +22 35 20.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2955;   5533.91;Gaia DR3 66694622995319936         ;WD?;03 53 08.4820513392 +24 55 39.616273128;     ~   ;     ~   ;     ~   ;     ~   ;~              
2956;   5534.26;Wolf 1258                          ;PM*;03 40 53.2050342048 +23 43 55.323902820;     ~   ;14.08    ;13.30    ;13.07    ;~              
2957;   5535.52;HAT 260-05059                      ;*  ;03 47 44.5558769736 +22 34 51.723100056;     ~   ;     ~   ;     ~   ;     ~   ;~              
2958;   5540.57;[ZGB2014] PNM06                    ;BD?;03 42 06.1990566960 +25 04 31.243381176;     ~   ;     ~   ;     ~   ;     ~   ;~              
2959;   5540.80;V* V801 Tau                        ;Er*;03 51 13.8489665112 +25 23 11.432637240;     ~   ;     ~   ;     ~   ;     ~   ;~              
2960;   5541.95;Cl* Melotte 22 BRB 29              ;BD*;03 54 01.41365 +23 49 57.7846          ;     ~   ;     ~   ;     ~   ;     ~   ;L4.5           
2961;   5547.59;TYC 1799-1182-1                    ;*  ;03 45 36.9017881536 +22 37 51.975973848;     ~   ;11.35    ;10.68    ;     ~   ;~              
2962;   5551.70;ATO J056.2776+22.6667              ;V* ;03 45 06.6262617753 +22 40 00.337491621;     ~   ;17.166   ;16.065   ;15.784   ;~              
2963;   5553.10;4C 23.07                           ;Rad;03 53 00.37 +23 15 39.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2964;   5554.20;IRAS 03479+2516                    ;FIR;03 51 00.1 +25 25 30                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2965;   5557.48;2MASS J03431573+2520296            ;Y*O;03 43 15.7299480288 +25 20 29.628127608;     ~   ;     ~   ;15.57    ;     ~   ;M1.5           
2966;   5557.87;1RXS J035406.4+241948              ;X  ;03 54 06.398 +24 19 48.50              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2967;   5558.75;HD 24087                           ;*  ;03 51 07.5825794400 +25 24 30.392488728;     ~   ;10.01    ;9.50     ;     ~   ;F8             
2968;   5559.84;TYC 1799-119-1                     ;*  ;03 40 40.9754151960 +24 18 57.393564408;     ~   ;12.76    ;12.31    ;     ~   ;~              
2969;   5569.30;UCAC2 39793936                     ;*  ;03 49 43.0515754440 +22 39 50.029678080;     ~   ;     ~   ;     ~   ;12.06    ;~              
2970;   5571.98;Cl* Melotte 22 BPL 281             ;*  ;03 53 16.4387339256 +23 20 58.290858096;     ~   ;     ~   ;     ~   ;     ~   ;~              
2971;   5572.02;HD 24343                           ;*  ;03 53 17.0533158240 +24 53 37.796213112;     ~   ;10.67    ;10.22    ;     ~   ;G5             
2972;   5573.56;HD 283168                          ;*  ;03 54 06.4009716600 +24 21 38.720243880;     ~   ;11.17    ;10.34    ;     ~   ;G5             
2973;   5574.19;LP 356-373                         ;PM*;03 40 49.9311899232 +23 44 09.316265136;     ~   ;20.9     ;     ~   ;19.1     ;~              
2974;   5574.33;2MASX J03461393+2235294            ;LSB;03 46 13.9260192648 +22 35 29.820827940;     ~   ;     ~   ;     ~   ;     ~   ;~              
2975;   5574.34;LP 356-457                         ;PM*;03 42 53.2473133559 +25 16 38.446082753;     ~   ;18.2     ;     ~   ;15.9     ;~              
2976;   5578.24;2MASS J03532482+2324151            ;Y*O;03 53 24.8247647830 +23 24 14.995388627;     ~   ;16.629   ;15.122   ;     ~   ;M:             
2977;   5578.36;TYC 1804-688-1                     ;*  ;03 49 35.0347423728 +25 35 05.583426684;     ~   ;11.67    ;11.15    ;     ~   ;~              
2978;   5579.66;HAT 260-03014                      ;*  ;03 50 52.9402114608 +22 47 18.115440612;     ~   ;     ~   ;     ~   ;     ~   ;~              
2979;   5580.54;TYC 1803-947-1                     ;*  ;03 43 48.4587281520 +25 26 06.128567556;     ~   ;11.96    ;11.53    ;     ~   ;~              
2980;   5580.56;Cl* Melotte 22 IPL 74              ;*  ;03 45 59.70 +22 36 01.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2981;   5580.98;TYC 1800-2146-1                    ;*  ;03 48 11.9324839488 +22 34 38.190280872;     ~   ;11.38    ;10.68    ;     ~   ;~              
2982;   5581.91;DANCe J03410541+2332567            ;PM*;03 41 05.4064006848 +23 32 56.973710364;     ~   ;     ~   ;     ~   ;     ~   ;~              
2983;   5583.72;V* LY Tau                          ;Er*;03 43 37.3083429235 +25 24 32.386794341;     ~   ;18.043   ;16.505   ;     ~   ;~              
2984;   5585.87;Cl* Melotte 22 BRB 17              ;BD*;03 54 07.96153 +23 54 27.8464          ;     ~   ;     ~   ;     ~   ;     ~   ;L0.0           
2985;   5588.78;HD 23360                           ;*  ;03 45 32.7226653288 +25 36 39.695628960;     ~   ;9.13     ;8.66     ;     ~   ;F0             
2986;   5589.37;1RXS J035033.1+224433              ;X  ;03 50 33.101 +22 44 33.50              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2987;   5591.82;Cl* Melotte 22 MBSC 63             ;*  ;03 41 29.3741638008 +24 53 40.266133080;     ~   ;     ~   ;     ~   ;     ~   ;~              
2988;   5592.41;V* V501 Tau                        ;Er*;03 42 28.0336888896 +25 11 32.514029196;     ~   ;     ~   ;     ~   ;     ~   ;~              
2989;   5593.69;Cl* Melotte 22 AK IV-314           ;Er*;03 54 08.917200 +24 20 01.27212        ;     ~   ;13.52    ;12.43    ;12.12    ;~              
2990;   5593.72;Cl* Melotte 22 AK IV-314 A         ;*  ;03 54 08.9187533833 +24 20 01.303909595;     ~   ;     ~   ;     ~   ;     ~   ;~              
2991;   5594.70;Cl* Melotte 22 AK IV-314 B         ;*  ;03 54 09.0039547704 +24 20 00.006766116;     ~   ;     ~   ;     ~   ;     ~   ;~              
2992;   5596.45;Cl* Melotte 22 PLZJ 112            ;G  ;03 53 19.370 +24 53 31.85              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2993;   5598.59;2MASS J03432712+2523152            ;Y*O;03 43 27.1245634067 +25 23 15.299900857;     ~   ;12.172   ;11.364   ;11.21    ;~              
2994;   5598.61;2MASS J03433521+2524312            ;Y*O;03 43 35.2088135414 +25 24 31.215705474;     ~   ;     ~   ;16.6     ;     ~   ;~              
2995;   5600.04;HAT 259-08466                      ;*  ;03 40 50.2966044096 +23 42 11.923861104;     ~   ;     ~   ;     ~   ;     ~   ;~              
2996;   5600.54;LEDA 1745141                       ;G  ;03 47 42.3 +25 40 15                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2997;   5600.96;[SCG94] X 309                      ;?  ;03 44 00.7 +25 28 09                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2998;   5601.58;2MASS J03535152+2337327            ;*  ;03 53 51.5198548728 +23 37 32.753416980;     ~   ;     ~   ;     ~   ;     ~   ;~              
2999;   5601.83;Cl* Melotte 22 HHJ 125             ;PM*;03 41 47.0779763984 +25 00 22.058403905;     ~   ;     ~   ;18.9     ;     ~   ;~              
3000;   5602.26;Gaia DR3 64778723983650176         ;WD?;03 46 47.5219563480 +22 34 00.314245344;     ~   ;     ~   ;     ~   ;     ~   ;~              
3001;   5604.40;Cl* Melotte 22 BPL 78              ;LM*;03 45 50.4149593248 +22 36 05.771364912;     ~   ;     ~   ;     ~   ;     ~   ;~              
3002;   5604.98;NVSS J034738+254021                ;BLL;03 47 38.6229 +25 40 21.450            ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3003;   5606.91;2MASS J03541337+2404489            ;*  ;03 54 13.37328 +24 04 48.9072          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3004;   5607.90;Wolf 1309                          ;*  ;03 53 24.7568681952 +24 51 42.947612316;     ~   ;13.50    ;12.48    ;12.18    ;~              
3005;   5608.08;Cl* Melotte 22 DH 233              ;*  ;03 42 36.9427594032 +25 13 57.743205312;     ~   ;     ~   ;     ~   ;     ~   ;~              
3006;   5609.90;NGC 1456                           ;ISM;03 48 06.0 +22 34 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3007;   5611.50;UCAC4 569-008738                   ;*  ;03 53 58.9231468368 +23 42 29.238778116;     ~   ;14.806   ;13.658   ;13.458   ;~              
3008;   5612.89;Wolf 1299                          ;PM*;03 51 48.2658679800 +25 18 45.685251504;     ~   ;13.5     ;     ~   ;12.0     ;~              
3009;   5615.00;GB6 B0344+2531                     ;Rad;03 47 37.50 +25 40 32.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3010;   5617.73;2MASS J03440509+2529017            ;Y*O;03 44 05.0971623689 +25 29 01.799857244;     ~   ;13.585   ;12.554   ;     ~   ;~              
3011;   5618.78;87GB 034436.7+253122               ;Rad;03 47 37.0 +25 40 36                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3012;   5618.85;TYC 1800-495-1                     ;*  ;03 52 25.1482110696 +23 03 40.699898964;     ~   ;12.22    ;12.12    ;     ~   ;~              
3013;   5620.72;V* V671 Tau                        ;Er*;03 50 08.4120612408 +25 32 55.929469272;     ~   ;     ~   ;     ~   ;     ~   ;~              
3014;   5623.32;HD 23852                           ;PM*;03 49 11.2560339216 +22 36 34.085772648;     ~   ;7.90     ;7.75     ;     ~   ;A0             
3015;   5624.75;LP 356-700                         ;PM*;03 49 16.0408500216 +22 36 50.949202860;     ~   ;19.4     ;     ~   ;17.3     ;~              
3016;   5625.41;UCAC4 567-007801                   ;*  ;03 41 21.0920401632 +23 23 28.271598504;     ~   ;14.587   ;13.476   ;13.227   ;~              
3017;   5626.77;Cl* Melotte 22 DH 376              ;Er*;03 45 08.6804716538 +22 38 30.619068361;     ~   ;     ~   ;18.10    ;     ~   ;~              
3018;   5628.37;TYC 1804-646-1                     ;*  ;03 49 36.8583886080 +25 35 50.015697144;     ~   ;12.16    ;11.81    ;     ~   ;~              
3019;   5630.31;V* V336 Tau                        ;Er*;03 47 47.9506071312 +22 33 19.362874716;     ~   ;16.68    ;15.27    ;14.90    ;M2.5e          
3020;   5633.60;MaNGA 7-24958705                   ;*  ;03 52 22.4630556912 +25 11 56.654486937;     ~   ;     ~   ;     ~   ;     ~   ;~              
3021;   5634.13;Cl* Melotte 22 BPL 127             ;*  ;03 47 08.3117093712 +22 33 10.015597224;     ~   ;     ~   ;     ~   ;     ~   ;~              
3022;   5634.22;Cl* Melotte 22 HHJ I16             ;*  ;03 41 11.3 +24 47 18                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3023;   5634.48;V* V852 Tau                        ;Er*;03 45 06.1618471296 +22 38 34.721094984;     ~   ;     ~   ;     ~   ;     ~   ;~              
3024;   5637.79;[SPG2012] 057.5+22.7-142           ;HVC;03 50 09.0 +22 41 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3025;   5640.68;TYC 1800-2103-1                    ;*  ;03 48 08.1110089824 +22 33 32.130007344;     ~   ;11.72    ;10.96    ;     ~   ;~              
3026;   5642.37;2MASS J03412678+2454202            ;*  ;03 41 26.7838758696 +24 54 20.433899736;     ~   ;     ~   ;13.2     ;     ~   ;~              
3027;   5642.70;2MASS J03533022+2450364            ;*  ;03 53 30.22080 +24 50 36.4632          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3028;   5643.13;2MASS J03524249+2507029            ;Y*O;03 52 42.5052459984 +25 07 02.928410256;     ~   ;15.71    ;14.50    ;     ~   ;~              
3029;   5643.48;TYC 1804-826-1                     ;*  ;03 50 57.8936369184 +25 27 33.748263504;     ~   ;12.14    ;12.16    ;     ~   ;~              
3030;   5646.17;2MASS J03403618+2353318            ;*  ;03 40 36.1916875056 +23 53 31.877901204;     ~   ;     ~   ;     ~   ;16.6     ;~              
3031;   5648.35;V* V615 Tau                        ;Er*;03 43 03.9141732048 +25 20 18.623067108;     ~   ;17.0     ;     ~   ;     ~   ;~              
3032;   5648.96;Cl* Melotte 22 BPL 296             ;*  ;03 53 59.9118220944 +23 41 00.403623132;     ~   ;     ~   ;     ~   ;     ~   ;~              
3033;   5653.28;2MASS J03512381+2250293            ;Y*O;03 51 23.8123976491 +22 50 29.302473839;     ~   ;15.642   ;14.268   ;     ~   ;~              
3034;   5653.75;Cl* Melotte 22 PELS 64             ;*  ;03 46 49.8437451840 +22 33 05.859173700;     ~   ;     ~   ;13.03    ;     ~   ;~              
3035;   5655.26;2MASX J03405536+2335338            ;BiC;03 40 55.3722234480 +23 35 33.632893536;     ~   ;     ~   ;     ~   ;     ~   ;~              
3036;   5655.54;UGCS J034205.74+230714.3           ;*  ;03 42 05.7384726696 +23 07 14.754460188;     ~   ;     ~   ;     ~   ;     ~   ;~              
3037;   5656.43;2MASS J03412568+2454225            ;*  ;03 41 25.6882580616 +24 54 22.703524452;     ~   ;     ~   ;13.9     ;     ~   ;~              
3038;   5657.32;Cl* Melotte 22 IPL 70              ;*  ;03 44 34.30 +22 41 07.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3039;   5665.84;V* MQ Tau                          ;Y*O;03 43 53.8703845416 +25 28 30.296879436;     ~   ;     ~   ;     ~   ;     ~   ;~              
3040;   5666.05;IRAS 03467+2526                    ;FIR;03 49 47.5 +25 35 39                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3041;   5666.25;2MASS J03540091+2434180            ;*  ;03 54 00.91584 +24 34 18.0552          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3042;   5667.54;Cl* Melotte 22 BPL 293             ;*  ;03 53 49.0833137064 +23 32 49.679971800;     ~   ;     ~   ;     ~   ;     ~   ;~              
3043;   5668.37;Cl* Melotte 22 BPL 297             ;PM*;03 54 00.3769972632 +24 34 50.076324084;     ~   ;     ~   ;     ~   ;     ~   ;~              
3044;   5671.87;ACO 466                            ;ClG;03 52 18.0 +25 13 54                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3045;   5672.56;Gaia DR3 64793533030425856         ;*  ;03 45 32.1083118528 +22 36 00.690454944;     ~   ;     ~   ;     ~   ;     ~   ;~              
3046;   5674.17;TYC 1803-1354-1                    ;*  ;03 42 01.9892431440 +25 06 53.673620724;     ~   ;11.23    ;10.64    ;     ~   ;~              
3047;   5677.25;Gaia DR2 66958922397176448         ;*  ;03 51 05.7705818065 +25 27 07.338828617;     ~   ;     ~   ;     ~   ;     ~   ;~              
3048;   5677.91;Cl* Melotte 22 SRS 41773           ;** ;03 51 05.754288 +25 27 08.26200        ;     ~   ;14.13    ;12.90    ;12.60    ;~              
3049;   5678.05;Gaia DR2 66958922400753792         ;*  ;03 51 05.7402366722 +25 27 08.550207322;     ~   ;     ~   ;     ~   ;     ~   ;~              
3050;   5678.71;HAT 260-06360                      ;*  ;03 51 24.1780878024 +22 50 01.684087620;     ~   ;     ~   ;     ~   ;     ~   ;~              
3051;   5678.83;Cl* Melotte 22 AK 3050             ;*  ;03 43 11.3963190600 +22 52 08.411253600;     ~   ;12.16    ;11.02    ;     ~   ;~              
3052;   5679.17;2MASS J03424283+2516519            ;Y*O;03 42 42.8331744397 +25 16 51.922258039;     ~   ;15.94    ;14.51    ;13.98    ;~              
3053;   5679.77;87GB 033930.5+225138               ;Rad;03 42 27.0 +23 01 12                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3054;   5680.42;V* V728 Tau                        ;Er*;03 42 47.5510536360 +25 17 51.691525224;     ~   ;17.2     ;     ~   ;     ~   ;~              
3055;   5681.01;DANCe J03483837+2233517            ;PM*;03 48 38.3606387400 +22 33 52.057646064;     ~   ;     ~   ;     ~   ;     ~   ;~              
3056;   5681.75;TYC 1803-1520-1                    ;*  ;03 45 53.5272738048 +25 39 26.796461220;     ~   ;12.53    ;11.68    ;     ~   ;~              
3057;   5683.35;Cl* Melotte 22 IPL 45              ;*  ;03 46 00.78 +22 34 13.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3058;   5683.68;HAT 260-03943                      ;*  ;03 46 26.6237825088 +22 33 11.520795708;     ~   ;     ~   ;     ~   ;     ~   ;~              
